#CODE;RUSSIAN;x
INSULT_PIGFACE;хрюшка;x #child
EVTDESC_WOL_11323;М[From.GetOyaOy] [From.GetLordLady], [From.GetTitledFirstName], предлагает обучить меня как использовать узкие проходы для получения преимущества в бою.;x
EVTDESC_WOL_11324;М[From.GetOyaOy] [From.GetLordLady], [From.GetTitledFirstName], предлагает научить меня вести сражения на открытой местности.;x
EVTDESC_WOL_11325;М[From.GetOyaOy] [From.GetLordLady], [From.GetTitledFirstName], предлагает научить меня использовать неровность местности на поле боя как естественные оборонительные структуры.;x
EVTDESC_WOL_11326;М[From.GetOyaOy] [From.GetLordLady], [From.GetTitledFirstName], предлагает обучить меня сражению в горах.;x
EVTDESC_WOL_11327;М[From.GetOyaOy] [From.GetLordLady], [From.GetTitledFirstName], предлагает обучить меня премудростям выживания в пустыне.;x
EVTDESC_WOL_11328;М[From.GetOyaOy] [From.GetLordLady], [From.GetTitledFirstName], предлагает поделиться со мной своими знаниями об иноверцах и еретиках, обсудить их сильные и слабые стороны в бою.;x
EVTDESC_WOL_11329;М[From.GetOyaOy] [From.GetLordLady], [From.GetTitledFirstName], предлагает поделиться со мной своими знаниями о бое в условиях суровой зимы.;x
EVTDESC_WOL_11330;М[From.GetOyaOy] [From.GetLordLady], [From.GetTitledFirstName], предлагает научить меня использованию боевых слонов в бою.;x
EVTDESC_WOL_11331;М[From.GetOyaOy] [From.GetLordLady], [From.GetTitledFirstName], предлагает обучить меня особенностям выживания в джунглях.;x
interfere_in_vassal_war_attacker;Прервать войну против вассала;x
interfere_in_vassal_war_attacker_named;Заключить мир с областью [FromFrom.Defender.PrimaryTitle.GetName];x
interfere_in_vassal_war_attacker_desc;Потребовать, чтобы §Y[This.GetTitledName]§! прекратил[This.GetEndA] военные действия против вассала, известного как §Y[FromFrom.Defender.GetTitledName]§!, тогда §Y[FromFrom.GetName]§! завершится белым миром. [This.GetSubjectPronounCap] может отказать Вам или попросить что-нибудь взамен...;x
interfere_in_vassal_war_attacker_use_favor;Прервать войну против вассала;x
interfere_in_vassal_war_attacker_use_favor_named;Закончить войну с областью [FromFrom.Defender.GetTitledFirstName];x
interfere_in_vassal_war_attacker_use_favor_desc;Потребовать, чтобы §Y[This.GetTitledName]§! прекратил[This.GetEndA] военные действия против вассала, известного как §Y[FromFrom.Defender.GetTitledName]§!, тогда §Y[FromFrom.GetName]§! завершится белым миром.;x
opinion_refused_to_end_war;Отказа[__лся] прекратить войну;x #[From.GetLasLsya]`
EVTDESC_RIP_30000;Мой верный вассал [Root.GetTitledFirstName],\nя понимаю, что у Вас есть свои причины и уважаю Ваши амбиции, но прошу прекратить войну, противником в которой является [target_defender.GetTitledName]. Уверен[FromFrom.GetEndA], мы сможем придти к соглашению.\nС уважением, [FromFrom.GetTitledFirstName];x
EVTOPTA_RIP_30000;Попросить денег.;x
EVTOPTB_RIP_30000;[FromFrom.GetSheHeCap] будет мне долж[FromFrom.GetNaEn]...;x
EVTOPTC_RIP_30000;Как пожелает мой сюзерен!;x
EVTOPTD_RIP_30000;Вежливо отказать.;x
EVTOPTD_RIP_30000_TRAITOR;Подло отказать.;x
EVTDESC_RIP_30001;[Root.PrimaryTitle.GetFOA],\nнесмотря на то, что [target_defender.GetTitledName] и я ничуть не разрешили свои разногласия, отказать в подобной просьбе моему сюзерену я не смею даже помыслить.\nВаш верный вассал, [From.GetTitledFirstName];x
EVTDESC_RIP_30002;Мой верный вассал [Root.GetTitledFirstName],\n[FromFrom.GetTitledFirstName] любезно согласи[FromFrom.GetLasLsya] закончить войну против Вас белым миром.\nС уважением, [From.GetTitledFirstName];x
EVTOPTA_RIP_30002;Как великодушно!;x
EVTDESC_RIP_30003;[Root.PrimaryTitle.GetFOA],\n[target_defender.GetTitledName] получит моё предложение о белом мире, если Вы обеспечите мне денежную компенсацию. Эта затея обошлась недёшево, и отказ от неё означает для меня потерю лица.\nВаш верный вассал, [From.GetTitledFirstName];x
EVTOPTA_RIP_30003;Так тому и быть, эта война должна закончиться!;x
EVTOPTB_RIP_30003;Мне это не по карману...;x
EVTDESC_RIP_30004;Дорогой вассал [Root.GetTitledFirstName],\nя соглас[From.GetNaEn] финансово компенсировать Вам потерю престижа и рад[From.GetEndA], что Вы и [target_defender.GetTitledName] заключили белый мир.\nВаш сюзерен, [From.GetTitledFirstName];x
EVTDESC_RIP_30005;Дорогой вассал [Root.GetTitledFirstName],\nя понимаю, что Вы потеряете престиж, если [target_defender.GetTitledName] получит от Вас предложение о прекращения войны, но сейчас я не могу позволить себе выплату такой суммы. Удачи на поле боя!\nВаш сюзерен, [From.GetTitledFirstName];x
EVTOPTA_RIP_30005;Ничего страшного, победа будет за мной!;x
EVTDESC_RIP_30006;[Root.PrimaryTitle.GetFOA],\nхоть это и огорчает меня, я не могу сейчас закончить войну, уверен[From.GetEndA], [target_defender.GetTitledName] тоже это понимает. Жребий брошен.\nВаш верный вассал, [From.GetTitledFirstName];x
EVTOPTA_RIP_30006;Что ж, я это запомню...;x
EVTOPTA_RIP_30006_TRAITOR;По закону это государственная измена!;x
EVTDESC_RIP_30007;[Root.PrimaryTitle.GetFOA],\n[target_defender.GetTitledName] получит моё предложение о белом мире, но Вы будете мне должны. Эта затея обошлась недёшево, и отказ от неё означает для меня потерю лица.\nВаш верный вассал, [From.GetTitledFirstName];x
EVTOPTB_RIP_30007;Ну уж нет, я не хочу быть в долгу перед н[From.GetEyIm].;x
EVTDESC_RIP_30008;Мой верный вассал [Root.GetTitledFirstName],\nя понимаю, что Вы потеряли престиж, когда [target_defender.GetTitledName] получил[target_defender.GetEndA] от Вас предложение о белом мире. Я перед Вами в долгу.\nВаш сюзерен, [From.GetTitledFirstName];x
EVTDESC_RIP_30009;Дорогой вассал [Root.GetTitledFirstName],\nя понимаю, что когда [target_defender.GetTitledName] получит от Вас предложение о белом мире, это будет для Вас потерей лица, но Вы просите слишком многого, я не буду в долгу перед Вами. Удачи на поле боя!\nВаш сюзерен, [From.GetTitledFirstName];x
EVTDESC_RIP_30010;Мой верный вассал [Root.GetTitledFirstName],\nВы должны мне, помните? [target_defender.GetTitledName] немедленно получит от Вас предложение о белом мире и считайте, что мы в расчёте.\nВаш сюзерен, [FromFrom.GetTitledFirstName];x
EVTOPTA_RIP_30010;Я не в праве отказать.;x
EVTDESC_RIP_30011;[Root.PrimaryTitle.GetFOA],\nхорошо, я прекращаю эту войну, [target_defender.GetTitledName] уже получил[target_defender.GetEndA] моё предложение о белом мире. Теперь мы в расчёте, я больше Вам не долж[From.GetNaEn].\nВаш верный вассал, [From.GetTitledFirstName];x
interfere_in_vassal_war_defender;Потребовать сдаться вассалу;x
interfere_in_vassal_war_defender_named;Потребовать сдаться вассалу;x #Требовать признания, что [FromFrom.Attacker.PrimaryTitle.GetName] -  победитель;x
interfere_in_vassal_war_defender_desc;Потребовать, чтобы §Y[This.GetTitledName]§! сда[This.GetLasLsya] на милость победителя, известного как §Y[FromFrom.Attacker.GetTitledName]§!, и тогда §Y[FromFrom.GetName]§! закончится. [This.GetSubjectPronounCap] может отказать Вам или попросить что-нибудь взамен...;x
interfere_in_vassal_war_defender_use_favor;Потребовать сдаться вассалу;x
interfere_in_vassal_war_defender_use_favor_named;Потребовать сдаться вассалу;x #Требовать признания, что [FromFrom.Attacker.PrimaryTitle.GetName] -  победитель;x
interfere_in_vassal_war_defender_use_favor_desc;Потребовать, чтобы §Y[This.GetTitledName]§! сда[This.GetLasLsya] на милость победителя, известного как §Y[FromFrom.Attacker.GetTitledName]§!, напомнив, что [This.GetSubjectPronoun] перед Вами в долгу.;x
EVTDESC_RIP_30020;Мой верный вассал [Root.GetTitledFirstName],\n[target_attacker.GetTitledName] требует, чтобы Вы сдались и признали [target_attacker.GetHersHis] победу в войне. Мы все - разумные люди. Думаю, мы сможем придти к соглашению.\nС уважением, [FromFrom.GetTitledFirstName];x
EVTOPTB_RIP_30020;[FromFrom.GetSheHeCap] будет мне долж[FromFrom.GetNaEn]!;x
EVTDESC_RIP_30021;[Root.PrimaryTitle.GetFOA],\n[target_attacker.GetTitledName] нанес[target_attacker.GetNoneE] немалый ущерб своими агрессивными действиями, но я не смею отказать моему сюзерену.\nВаш верный вассал, [From.GetTitledFirstName];x
EVTDESC_RIP_30022;Мой верный вассал [Root.GetTitledFirstName],\n[FromFrom.GetTitledFirstName] подпишет капитуляцию, я убедил[From.GetEndA] [FromFrom.GetHersHis] в этом, но теперь Вы передо мной в долгу, помните об этом...\nС уважением, [From.GetTitledFirstName];x
EVTDESC_RIP_30023;[Root.PrimaryTitle.GetFOA],\nхоть я и понес[From.GetNoneE] немалые потери в этой войне, [target_attacker.GetTitledName] получит от меня предложение о моей капитуляции, в случае, если Вы щедро компенсируете мне все издержки.\nВаш верный вассал, [From.GetTitledFirstName];x
EVTDESC_RIP_30024;Дорогой вассал [Root.GetTitledFirstName],\nя рад[From.GetEndA], что [target_attacker.GetTitledName] принял[target_attacker.GetEndA] Вашу добровольную капитуляцию, и компенсирую Вам все издержки.\nВаш сюзерен, [From.GetTitledFirstName];x
EVTDESC_RIP_30025;Дорогой вассал [Root.GetTitledFirstName],\nконечно, признание поражения в войне сильно ударит по Вашему престижу, [target_attacker.GetTitledName] тоже понимает это, но сейчас я не могу позволить себе выплату такой суммы. Удачи на поле боя!\nВаш сюзерен, [From.GetTitledFirstName];x
EVTOPTA_RIP_30025;Я долж[Root.GetNaEn] выиграть эту войну!;x
EVTDESC_RIP_30026;[Root.PrimaryTitle.GetFOA],\nя ни за что не выполню Вашу просьбу о капитуляции, а [target_attacker.GetTitledName] может поцеловать мой зад, так [target_attacker.GetHerHim] и передайте.\nВаш верный вассал, [From.GetTitledFirstName];x
EVTDESC_RIP_30027;[Root.PrimaryTitle.GetFOA],\nможет, я и подписал[From.GetEndA] бы капитуляцию. Уверен[From.GetEndA], [target_attacker.GetTitledName] будет этому рад[target_attacker.GetEndA]. Но в этом случае, Вы будете мне должны.\nВаш верный вассал, [From.GetTitledFirstName];x
EVTDESC_RIP_30028;Мой верный вассал [Root.GetTitledFirstName],\nя понимаю, на какие жертвы Вы идёте, признавая поражение в войне, которую развязал[target_attacker.GetEndA] [target_attacker.GetTitledName]. Будьте уверены, я не забуду, что отныне в долгу перед Вами.\nС благодарностью, [From.GetTitledFirstName];x
EVTDESC_RIP_30029;Дорогой вассал [Root.GetTitledFirstName],\nя понимаю Ваше нежелание признавать поражение в войне, которую развязал[target_attacker.GetEndA] [target_attacker.GetTitledName]. Тем не менее, я не желаю быть в долгу перед Вами, чтобы убедить Вас. Удачи на поле боя!\nВаш сюзерен, [From.GetTitledFirstName];x
EVTDESC_RIP_30030;Мой верный вассал [Root.GetTitledFirstName],\nВы должны мне, помните? [target_attacker.GetTitledName] примет Вашу капитуляцию в войне и считайте, что мы в расчёте. Поверьте, это для блага нашей страны.\nВаш сюзерен, [From.GetTitledFirstName];x
EVTDESC_RIP_30031;[Root.PrimaryTitle.GetFOA],\nДаже от мысли о признании поражения мне становится дурно, но я помню, что долж[From.GetNaEn] Вам, и теперь мы в расчёте. Надеюсь, [target_attacker.GetTitledName] подавится своей трусливо выпрошенной победой.\nВаш верный вассал, [From.GetTitledFirstName];x
EVTDESC_WoL_7050_PAGAN;Вот уже долгое время Вы не ощущали никакого присутствия высших сил и начинаете задаваться вопросом "а существует ли [Root.Religion.GetHighGodName]?". Быть может это просто детские сказки, чтобы объяснить то, чего мы не в силах понять...;x
EVTOPTC_WoL_7050;Прогнать кощунственные мысли!;x
EVTDESC38316;Я осознал[Root.GetEndA], что мир полон чудес и непостижимых тайн. Я больше не цинич[Root.GetNaEn], как прежде.;x
EVTDESC_WoL_7080;Сегодня, молясь перед алтарём, я вдруг ощутил[Root.GetEndA], как всё моё существо переполняет чувство бесконечной любви. Слёзы радости навернулись на глаза. Я знал[Root.GetEndA], что никогда не останусь од[Root.GetNaIn], [Root.Religion.GetHighGodName] всегда со мной.;x
EVTDESC_WoL_7080_PAGAN;Перерезая горло ягнёнку, я заметил[Root.GetEndA], как вдруг он перестал сопротивляться и посмотрел мне прямо в глаза. Глядя, как его тёплая кровь стекает по холодному камню, я не мог[Root.GetNoneE] отпустить эту мысль - [Root.Religion.GetRandomGodName] был со мной, я знаю это!;x
EVTDESC_WoL_7080_MUSLIM;Во время ночной молитвы, мой разум посетило видение - Пророк верхом на Бураке пронёсся по небу с мечом в руке. Это было столь же реально, как наяву...;x
EVTDESC_WoL_7080_INDIAN;В глубокой медитации, я почувствовал[Root.GetEndA] блаженство, столь интенсивное и яркое, что ощущения присутствия моего тела на его фоне полностью исчезло, неведомая сила поднималась по моему позвоночнику, вырываясь пламенем на своём пути из каждой чакры. Ом Нама Шивайя!;x
EVTOPTA_WoL_7080;Я чувствую себя обновлённ[Root.GetOyYm]!;x
EVTDESC_WoL_7090;Ещё одно утро... И я снова встаю с тем же чувством усталости, с каким ложи[Root.GetLasLsya] спать. Нужно что-то делать с этой невыносимой апатией... Возможно, надо немного побыть в одиночестве.;x
EVTOPTA_WoL_7090;Закроюсь от всех для молитвы и медитации.;x
EVTOPTB_WoL_7090;Как-нибудь справлюсь.;x
EVTDESC_WoL_7091;Признаться, я стал[Root.GetEndA] гораздо больше уважать затворников прошлого. Время, проведённое в молитве, и голодание помогли мне. [Root.Religion.GetHighGodName] укрепил[Root.GetHGodEndA] мой дух.;x
EVTDESC_WoL_7091_PAGAN;Уединившись в пещере, я пита[Root.GetLasLsya] только священным корнем и горьким соком, который приносили жрецы. Мой разум очистился, и лишь усилием собственной воли мне удалось вновь привести его в движение.;x
EVTDESC_WoL_7091_INDIAN;Уединившись в пещере и медитируя, я обрел[Root.GetEndA] контроль за своими мыслями и желаниями.;x
EVTDESC_WoL_7091_LUNATIC;Забившись в логово барсука, я укрепил[Root.GetEndA] свой разум, чтобы защитить себя от этих воющих теней, преследующих меня снаружи. Понятия не имею как долго я проторчал[Root.GetEndA] здесь.;x
EVTOPT_WoL_7091_DRUNKARD;Пора завязывать с пивом.;x
EVTOPT_WoL_7091_GLUTTON;Оказывается, сытость так отупляет.;x
EVTOPT_WoL_7091_SLOTHFUL;Слишком долго я бездельничал[Root.GetEndA].;x
EVTOPT_WoL_7091_LUSTFUL;Похоже, я могу обуздать свою похоть.;x
EVTOPT_WoL_7091_BLIND;О, [Root.GetNumenFOA]! Я снова вижу!;x
EVTOPT_WoL_7091_CHASTE;Мои чресла горят. О, [Root.GetNumenFOA]...;x
EVTOPT_WoL_7091_POX;Моя сыпь... её больше нет, хвала небесам!;x
EVTOPT_WoL_7091_LEPER;Моя кожа, она снова чистая, проказа ушла!;x
EVTOPT_WoL_7091_LUNATIC;Проклятый вой, его больше нет...;x
EVTOPT_WoL_7091;Я многое осознал[Root.GetEndA].;x
RULE_DEJURE_DURATION;Срок де-юре ассимиляции;x
RULE_DEJURE_DURATION_DEFAULT_DESC;Требуется 100 лет на интеграцию в де-юре земли другого государства.;x
RULE_OPTION_LONGER;Большой;x
RULE_DEJURE_DURATION_LONGER_DESC;Требуется 300 лет на интеграцию в де-юре земли другого государства.;x
RULE_OPTION_SHORTER;Малый;x
RULE_DEJURE_DURATION_SHORTER_DESC;Требуется 50 лет на интеграцию в де-юре земли другого государства.;x
RULE_OPTION_SHORTEST;Крайне малый;x
RULE_DEJURE_DURATION_SHORTEST_DESC;Требуется 10 лет на интеграцию в де-юре земли другого государства.;x
TECHPOINTS_PROVINCE_MODIFIERS;От округа: §Y$AMOUNT$§!;x
MODIFIER_TECHPOINTS_MILITARY;Баллы военных технологий;x
MODIFIER_TECHPOINTS_ECONOMY;Баллы экономических технологий;x
MODIFIER_TECHPOINTS_CULTURE;Баллы культурных технологий;x
CHAR_STATUS_IN_SECLUSION;§Y$NAME$§! находится в изоляции вместе с придворными;x
RULES_ACHIEVEMENT_REQUIRE_IRONMAN;Игра должна быть запущена в режиме §YIronman§!;x
RULES_ACHIEVEMENT_REQUIRE_RULES;Убедитесь, что ни одно из §Yправил игры§! не отключает достижения;x
RULES_ACHIEVEMENT_REQUIRE_NOMOD;Убедитесь, что ни один из активных §Yпользовательских модов§! не меняет контрольную сумму;x
RULES_ACHIEVEMENT_REQUIRE_STEAM;Убедитесь, что §YSteam§! активен;x
ACHIEVEMENT_RULE_OPTION_SEPARATOR;$RULE$ : $OPTION$;x
GAME_RULES_RESET_VALUES;§YСброс правил§!\nСбросить все правила к настройкам по умолчанию.;x
PROVINCE_NO_HOSPITAL_LEVEL;В этом округе §Rнет госпиталя§!;x
PROVINCE_NO_HOSPITAL_LEVEL_DESC;Не имея §Yгоспиталя§!, этот округ не может защищаться от эпидемий и мора. Госпитали могут быть построены через расширенное меню округа.;x
PROVINCE_HOSPITAL_ICON_LEVEL;§YГоспиталь $LEVEL$ уровня§!;x
PROVINCE_HOSPITAL_ICON_LEVEL_DESC;Местный §Yгоспиталь§! даёт $DISEASE_RESISTANCE$ защиты от эпидемий и $DEPOPULATION_PROTECTION$.;x
PROVINCE_HOSPITAL_VIEW_DISEASE_DESC;Защита от эпидемий: $VALUE$;x
PROVINCE_HOSPITAL_VIEW_DEPOP_DESC;Защита от мора: $VALUE|Y$;x
DEPOPULATION_PROTECTION_MINOR;§Gлёгкую§! защиту от мора;x
DEPOPULATION_PROTECTION_MEDIUM;§Gсреднюю§! защиту от мора;x
DEPOPULATION_PROTECTION_MAJOR;§Gсильную§! защиту от мора;x
DEPOPULATION_PROTECTION_VIEW_MINOR;§YЛёгкая§!;x
DEPOPULATION_PROTECTION_VIEW_MEDIUM;§YСредняя§!;x
DEPOPULATION_PROTECTION_VIEW_MAJOR;§YСильная§!;x
opinion_unjust_execution;Казнил[___] моих соотечественников;x #[From.GetEndA]`
PROVINCE_HOSPITAL_ICON_PROVINCE_TOTAL;Округ имеет $VALUE$ §Yзащиты от эпидемий§!.\n$SOURCES$\nЧем выше §Yзащита от эпидемий§!, тем реже будут возникать вспышки заболеваний и медленнее распространяться.;x
TRIGGER_HOSPITAL_OWNER;Владелец госпиталя;x
HOSPITALS_INTERFACE_LABEL;§YГоспитали§!;x
HOSPITAL_LEVEL_TOOLTIP;Уровень $LEVEL|Y$;x
AIREASON_MARRIAGE_IS_CONTAGIOUS;§Y[GetTitledFirstName]§! заражен[GetEndA] болезнью;x
AIREASON_IS_SICK;§Y[GetTitledFirstName]§! бол[GetSoftNaEn];x
MAJOR_PROVINCE_MODIFIER_LOST_SETUP;Округ потерял модификатор;x
MAJOR_PROVINCE_MODIFIER_LOST_LOG;$PROVINCE|Y$ больше не имеет модификатора $MODIFIER|Y$;x
MAJOR_PROVINCE_MODIFIER_GAINED_SETUP;Округ получил модификатор;x
MAJOR_PROVINCE_MODIFIER_GAINED_LOG;$PROVINCE|Y$ теперь имеет модификатор $MODIFIER|Y$;x
PROVINCE_CROWN_FOCUS_TOOLTIP;§YВ центре внимания§!;x
PROVINCE_CROWN_FOCUS_PLAYER_DESC;$PROVINCE|Y$ §Yв центре внимания§! и потому эффективнее развивается;x
PROVINCE_CROWN_FOCUS_DESC;$PROVINCE|Y$ §Yв центре внимания§! правителя, известного как $OWNER|Y$ и потому эффективнее развивается;x
PROVINCE_MAKE_CROWN_FOCUS_TOOLTIP;§YСделать центром внимания§!;x
PROVINCE_MAKE_CROWN_FOCUS_DESC;$PROVINCE|Y$ будет §Yв центре внимания§!, что обеспечит этому округу поддержку в развитии и процветании;x
HOSPITAL_BUILDINGS_MODIFIERS;От медицинских учреждений: $VALUE$;x
move_crown_focus_named;Поместить округ [Root.GetName] в центр внимания;x
AIREASON_DEFENSIVE_PACT;Состоит в §Yоборонительном пакте§! с нами;x
EVTDESC_SOA_2990;Я могу изгнать духовный орден, чтобы избавить от него свою страну, но я долж[Root.GetNaEn] быть полностью уверен[Root.GetEndA]. Однажды изгнав их, я уже не смогу вернуть их обратно.;x
EVTOPTA_SOA_2990;Скатертью дорога!;x
EVTOPTB_SOA_2990;Позволю им остаться. Пока...;x
expelling_holy_order_decision_tooltip;Решение об изгнании духовного ордена НЕ принималось;x
expelling_holy_order_decision_tooltip_b;Изгнать духовный орден из страны.;x
expelling_holy_order_event_tooltip_a;Изгнать духовный орден и конфисковать его земли и собственность;x
expelling_holy_order_event_tooltip_b;Позволить духовному ордену оставаться в стране;x
marshal_improves_capital;Военные инновации;x
intelligent_steward;Экономические инновации;x
eunuch_gift_tooltip;Евнух §Y[eunuch_gift.GetFullName]§! присоединится к Вашему двору;x
DEATH_MISSING;[This.GetSheHe] исчез[This.GetNoneE] без следа;x
BUILD_HOSPITAL_DESC;Госпитали могут быть построены в любом контролируемом Вами округе, и это обойдётся Вам в §Y$COST$§!¤. Они повышают §Yзащиту от эпидемий§! в том округе, где находятся, что снижает вероятность вспышек заболеваний, а также их распространения по стране. Кроме того, госпитали облегчают §Yмор§!.;x
EVTDESC_77860;Ваш[Root.GetPetCatEndA] [Root.GetPetCat] всегда знает, когда Вы нуждаетесь в комфорте. Появляясь из ниоткуда, [Root.GetPetCatSheHe] тут же запрыгивает на колени и нежно мурлычит в ответ на Ваши поглаживания.;x
EVTOPTA_77860;Не представляю, что бы я делал[Root.GetEndA] без н[Root.GetPetCatHersHis].;x
EVTDESC_RIP_5051;Долгое пребывание в море сказалось на моём здоровье, и это не какая-то морская болезнь. Я чувствую усталость и боль в суставах.;x
EVTOPTA_RIP_5051;Возможно, пора возвращаться в порт...;x
EVTDESC_RIP_5054;Мой лекарь [From.GetFirstName] осмотрел[From.GetEndA] меня и велел[From.GetEndA] избегать физических нагрузок в ближашие недели. [From.GetSheHeCap] сказал[From.GetEndA], что если я буду есть сырые фрукты и овощи, скоро моя цинга пройдёт.;x
EVTOPTA_RIP_5054;Так и поступлю.;x
EVTDESC_RIP_5055;Уже спустя несколько дней употребления сырых фруктов и овощей, я почувствовал[Root.GetEndA] себя лучше, боль ушла. Мне кажется, апельсины помогут мне избежать цинги в будущем.;x
EVTOPTA_RIP_5055;*Урчание в животе*;x
scurvy;Болеет цингой;x
scurvy_desc;У эт[__ого] [__персонажа] цинга, которая вызывает слабость, кровотечения и пятна на коже. Если её не лечить, это может привести к потере зубов, лихорадке и даже смерти.;x
scurvy_death;от цинги;x
EVTDESC_RIP_4501;Известно, что паломники на своём пути всегда проходят мимо [pilgrim_physician_hospital.County.GetAdjective]ского госпиталя, но до Вас дошли слухи, что кто-то из них остался в нём на несколько дней, чтобы помогать раненым и больным. Говорят, эт[pilgrim_physician.GetEtaEtot] [pilgrim_physician.GetAgedPerson] - весьма умелый лекарь и может быть полез[pilgrim_physician.GetNaEn].;x
EVTOPTA_RIP_4501;Приведите [pilgrim_physician.GetHersHis] ко двору.;x
EVTOPTB_RIP_4501_A;Я не нуждаюсь в [pilgrim_physician.GetHersHis] услугах.;x
EVTOPTB_RIP_4501_B;У меня уже есть лекарь.;x
EVTDESC_RIP_4504;[hospital_location.County.GetAdjective]ский госпиталь в последнее время приютил множество людей, ищущих пищу и кров. Он едва способен прокормить их всех. Возможно, есть смысл провести благотворительную акцию?;x
EVTOPTA_RIP_4504;Хорошо, начнём приготовления.;x
EVTOPTB_RIP_4504;Деньги пригодятся мне в других сферах деятельности.;x
EVTOPTA_RIP_4504_tooltip;Приготовить еду и припасы для благотворительной акции\n;x
EVTDESC_RIP_4505;Все необходимые припасы для благотворительной акции были доставлены в госпиталь. Это очень помогло нуждающимся. Вопрос только в том, как преподнести этот неожиданный подарок.;x
EVTOPTA_RIP_4505;Их [Root.PrimaryTitle.GetRulerTitle] помнит о них!;x
EVTOPTB_RIP_4505;Пусть благодарят [Root.GetReligionHighGodACC]!;x
EVTOPTC_RIP_4505;Страна заботится о них!;x
EVTOPTD_RIP_4505;Я люблю свой народ!;x
EVTDESC_RIP_4512;[religious_head_fee.PrimaryTitle.GetRulerTitle] прислал[religious_head_fee.GetEndA] эмиссара с необычным запросом. В связи с тем, что духовенство в последнее время принимало активное участие в работе [hospital_location.County.GetAdjective]ского госпиталя, они хотят от нас "достойную компенсацию" в денежном выражении.;x
EVTOPTA_RIP_4512;Такова воля [Root.GetReligionHighGodGEN].;x
EVTOPTB_RIP_4512;Обойдутся! Никто их не заставлял помогать.;x
EVTDESC_RIP_4514;Прокажённ[homeless_leper.GetAyaYy] по имени [homeless_leper.GetFirstName] прибыл[homeless_leper.GetEndA] сегодня ко двору. [hospital_location.County.GetAdjective]ский лепрозорий переполнен, [homeless_leper.GetHerHim] некуда податься, и [homeless_leper.GetSheHe] смиренно просит Вас о помощи.;x
EVTOPTA_RIP_4514;Так и быть, оставайтесь пока у нас.;x
EVTOPTB_RIP_4514;Проваливай отсюда, пока кого-нибудь не заразил[homeless_leper.GetEndA]!;x
EVTOPTB_RIP_4514_tooltip;Пусть [homeless_leper.GetFirstName] убирается прочь;x
EVTDESC_RIP_4520;Походная кухня [kitchen_hospital.County.GetAdjective]ского госпиталя недавно сгорела в результате несчастного случая. Без неё многие будут голодать.;x
EVTOPTA_RIP_4520;Я компенсирую все расходы на ремонт.;x
EVTOPTB_RIP_4520;Отправьте туда еду и материалы, я оплачу ремонт.;x
EVTOPTC_RIP_4520;Отправьте только материалы на ремонт.;x
EVTOPTD_RIP_4520;Ну что поделать? Бывает.;x
EVTDESC_RIP_4530;Ваш придворный лекарь [learning_physician.GetFirstName] просит у Вас разрешения отправиться в [hospital_location.County.GetAdjective]ский госпиталь для обучения. Конечно, всё не так просто, придётся оплатить расходы на поездку и пребывание там, пока [learning_physician.GetSheHe] будет учиться.;x
EVTOPTA_RIP_4530;Прекрасная идея!;x
EVTOPTB_RIP_4530;Нет. [learning_physician.GetSheHeCap] нуж[learning_physician.GetNaEn] мне здесь.;x
EVTDESC_RIP_4532;Ваш придворный лекарь [learning_physician.GetFirstName] сегодня верну[learning_physician.GetLasLsya] из своей поездки в госпиталь. [learning_physician.GetHersHisCap] речь была переполнена непонятными терминами, детальными описаниями разных недугов и способов их лечения. Ясно только одно - [learning_physician.GetSheHe] многому там научи[learning_physician.GetLasLsya].;x
EVTDESC_RIP_4533;Некоторое время пребывая в [hospital_location.County.GetAdjective]ском госпитале, придворный лекарь [learning_physician.GetFirstName] сегодня верну[learning_physician.GetLasLsya] к Вашему двору. К сожалению [learning_physician.GetHersHis] визит не был столь эффективен, как [learning_physician.GetSheHe] рассчитывал[learning_physician.GetEndA], [learning_physician.GetHerHim] удалось научиться чему-то новому.;x
EVTDESC_RIP_4534;Когда Вам сообщили, что придворный лекарь [learning_physician.GetFirstName] верну[learning_physician.GetLasLsya] сегодня утром, Вы спросили почему [learning_physician.GetSheHe] избегает Вас. Оказывается, почти всё время [learning_physician.GetSheHe] вынужден[learning_physician.GetEndA] был[learning_physician.GetEndA] проводить за стенами госпиталя, не имея доступа к практике, и не смог[learning_physician.GetNoneE] ничему научиться.;x
damaged_hospital;Госпиталь повреждён;x
RIP.13402.d3;Несмотря на широкое убеждение в том, что в распространении эпидмиии виноваты евреи, я не разделяю этих взглядов. Но как [Root.GetTitle] я вынужден[Root.GetEndA] принять какое-то решение.;x
set_crown_focus_named;Выбрать округ [Root.GetName] центром внимания;x
c_lincoln_adj_saxon;Линдсий;x
c_lancaster_adj_saxon;Амаудерн;x
c_galloway_adj_saxon;Ринн;x
d_galloway_adj_saxon;Дейран;x
RIP.11062.d;[From.GetTitledName] проинформировал[From.GetEndA] меня, что моя болезнь на самом деле ни что иное, как проказа. Говорит, [From.GetHerHim] очень жаль, но [From.GetSheHe] ничего не может сделать.;x
RIP.5041.d;Я не могу больше выносить отвращение на лицах людей, которых встречаю. Они стараются скрыть это, но я научи[Root.GetLasLsya] замечать малейшие изменения в их мимике.\nПора покончить с этим! Отныне я признаю своё уродство и буду носить маску.;x
